               Filename        x         y0      dy    ny               v0    dv    nv  
   nii060+18.0wcsb.fits     18.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii061+20.0wcsb.fits     20.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii062+22.0wcsb.fits     22.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii063+24.0wcsb.fits     24.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii064+26.0wcsb.fits     26.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii065+28.0wcsb.fits     28.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii066+30.0wcsb.fits     30.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii067+32.0wcsb.fits     32.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii068+34.0wcsb.fits     34.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii069+36.0wcsb.fits     36.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii070+38.0wcsb.fits     38.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii071+40.0wcsb.fits     40.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii072+42.0wcsb.fits     42.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii073+44.0wcsb.fits     44.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii074+46.0wcsb.fits     46.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii075+48.0wcsb.fits     48.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii076+50.0wcsb.fits     50.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii077+52.0wcsb.fits     52.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii078+54.0wcsb.fits     54.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii079+56.0wcsb.fits     56.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii080+58.0wcsb.fits     58.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii081+60.0wcsb.fits     60.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii082+62.0wcsb.fits     62.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii083+64.0wcsb.fits     64.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii084+66.0wcsb.fits     66.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii085+68.0wcsb.fits     68.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii086+70.0wcsb.fits     70.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii087+72.0wcsb.fits     72.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii088+74.0wcsb.fits     74.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii089+76.0wcsb.fits     76.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii090+78.0wcsb.fits     78.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii091+80.0wcsb.fits     80.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii092+82.0wcsb.fits     82.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii093+84.0wcsb.fits     84.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii094+86.0wcsb.fits     86.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii095+88.0wcsb.fits     88.0   -167.676   0.534   514   -279.265078246   4.0   151  
   nii096+90.0wcsb.fits     90.0   -167.676   0.534   514   -279.265078246   4.0   151  
