                Filename        x         y0      dy    ny               v0    dv    nv  
  oiii001-100.0wcsb.fits   -100.0   -167.676   0.534   514   -383.494469001   4.0   201  
   oiii002-98.0wcsb.fits    -98.0   -167.676   0.534   514   -383.408045001   4.0   201  
   oiii003-96.0wcsb.fits    -96.0   -167.676   0.534   514   -383.328677001   4.0   201  
   oiii004-94.0wcsb.fits    -94.0   -167.676   0.534   514   -383.256221001   4.0   201  
   oiii005-92.0wcsb.fits    -92.0   -167.676   0.534   514   -383.190533001   4.0   201  
   oiii006-90.0wcsb.fits    -90.0   -167.676   0.534   514   -383.131469001   4.0   201  
   oiii007-88.0wcsb.fits    -88.0   -167.676   0.534   514   -383.078885001   4.0   201  
   oiii008-86.0wcsb.fits    -86.0   -167.676   0.534   514   -383.032637001   4.0   201  
   oiii009-84.0wcsb.fits    -84.0   -167.676   0.534   514   -382.992581001   4.0   201  
   oiii010-82.0wcsb.fits    -82.0   -167.676   0.534   514   -382.958573001   4.0   201  
   oiii011-80.0wcsb.fits    -80.0   -167.676   0.534   514   -382.930469001   4.0   201  
   oiii012-78.0wcsb.fits    -78.0   -167.676   0.534   514   -382.908125001   4.0   201  
   oiii013-76.0wcsb.fits    -76.0   -167.676   0.534   514   -382.891397001   4.0   201  
   oiii014-74.0wcsb.fits    -74.0   -167.676   0.534   514   -382.880141001   4.0   201  
   oiii015-72.0wcsb.fits    -72.0   -167.676   0.534   514   -382.874213001   4.0   201  
   oiii016-70.0wcsb.fits    -70.0   -167.676   0.534   514   -382.873469001   4.0   201  
   oiii017-68.0wcsb.fits    -68.0   -167.676   0.534   514   -382.877765001   4.0   201  
   oiii018-66.0wcsb.fits    -66.0   -167.676   0.534   514   -382.886957001   4.0   201  
   oiii019-64.0wcsb.fits    -64.0   -167.676   0.534   514   -382.900901001   4.0   201  
   oiii020-62.0wcsb.fits    -62.0   -167.676   0.534   514   -382.919453001   4.0   201  
   oiii021-60.0wcsb.fits    -60.0   -167.676   0.534   514   -382.942469001   4.0   201  
   oiii022-58.0wcsb.fits    -58.0   -167.676   0.534   514   -382.969805001   4.0   201  
   oiii023-56.0wcsb.fits    -56.0   -167.676   0.534   514   -383.001317001   4.0   201  
   oiii024-54.0wcsb.fits    -54.0   -167.676   0.534   514   -383.036861001   4.0   201  
   oiii025-52.0wcsb.fits    -52.0   -167.676   0.534   514   -383.076293001   4.0   201  
   oiii026-50.0wcsb.fits    -50.0   -167.676   0.534   514   -383.119469001   4.0   201  
   oiii027-48.0wcsb.fits    -48.0   -167.676   0.534   514   -383.166245001   4.0   201  
   oiii028-46.0wcsb.fits    -46.0   -167.676   0.534   514   -383.216477001   4.0   201  
   oiii029-44.0wcsb.fits    -44.0   -167.676   0.534   514   -383.270021001   4.0   201  
   oiii030-42.0wcsb.fits    -42.0   -167.676   0.534   514   -383.326733001   4.0   201  
   oiii031-40.0wcsb.fits    -40.0   -167.676   0.534   514   -383.386469001   4.0   201  
   oiii032-38.0wcsb.fits    -38.0   -167.676   0.534   514   -383.449085001   4.0   201  
   oiii033-36.0wcsb.fits    -36.0   -167.676   0.534   514   -383.514437001   4.0   201  
   oiii034-34.0wcsb.fits    -34.0   -167.676   0.534   514   -383.582381001   4.0   201  
   oiii035-32.0wcsb.fits    -32.0   -167.676   0.534   514   -383.652773001   4.0   201  
   oiii036-30.0wcsb.fits    -30.0   -167.676   0.534   514   -383.725469001   4.0   201  
   oiii037-28.0wcsb.fits    -28.0   -167.676   0.534   514   -383.800325001   4.0   201  
   oiii038-26.0wcsb.fits    -26.0   -167.676   0.534   514   -383.877197001   4.0   201  
   oiii039-24.0wcsb.fits    -24.0   -167.676   0.534   514   -383.955941001   4.0   201  
   oiii040-22.0wcsb.fits    -22.0   -167.676   0.534   514   -384.036413001   4.0   201  
   oiii041-20.0wcsb.fits    -20.0   -167.676   0.534   514   -384.118469001   4.0   201  
   oiii042-18.0wcsb.fits    -18.0   -167.676   0.534   514   -384.201965001   4.0   201  
   oiii043-16.0wcsb.fits    -16.0   -167.676   0.534   514   -384.286757001   4.0   201  
   oiii044-14.0wcsb.fits    -14.0   -167.676   0.534   514   -384.372701001   4.0   201  
   oiii045-12.0wcsb.fits    -12.0   -167.676   0.534   514   -384.459653001   4.0   201  
   oiii046-10.0wcsb.fits    -10.0   -167.676   0.534   514   -384.547469001   4.0   201  
    oiii047-8.0wcsb.fits     -8.0   -167.676   0.534   514   -384.636005001   4.0   201  
    oiii048-6.0wcsb.fits     -6.0   -167.676   0.534   514   -384.725117001   4.0   201  
    oiii049-4.0wcsb.fits     -4.0   -167.676   0.534   514   -384.814661001   4.0   201  
    oiii050-2.0wcsb.fits     -2.0   -167.676   0.534   514   -384.904493001   4.0   201  
    oiii051+0.0wcsb.fits      0.0   -167.676   0.534   514   -384.994469001   4.0   201  
    oiii052+2.0wcsb.fits      2.0   -167.676   0.534   514   -385.084445001   4.0   201  
    oiii053+4.0wcsb.fits      4.0   -167.676   0.534   514   -385.174277001   4.0   201  
    oiii054+6.0wcsb.fits      6.0   -167.676   0.534   514   -385.263821001   4.0   201  
    oiii055+8.0wcsb.fits      8.0   -167.676   0.534   514   -385.352933001   4.0   201  
   oiii056+10.0wcsb.fits     10.0   -167.676   0.534   514   -385.441469001   4.0   201  
   oiii057+12.0wcsb.fits     12.0   -167.676   0.534   514   -385.529285001   4.0   201  
   oiii058+14.0wcsb.fits     14.0   -167.676   0.534   514   -385.616237001   4.0   201  
   oiii059+16.0wcsb.fits     16.0   -167.676   0.534   514   -385.702181001   4.0   201  
   oiii060+18.0wcsb.fits     18.0   -167.676   0.534   514   -385.786973001   4.0   201  
   oiii061+20.0wcsb.fits     20.0   -167.676   0.534   514   -385.870469001   4.0   201  
   oiii062+22.0wcsb.fits     22.0   -167.676   0.534   514   -385.952525001   4.0   201  
   oiii063+24.0wcsb.fits     24.0   -167.676   0.534   514   -386.032997001   4.0   201  
