                Filename        x         y0      dy    ny               v0    dv    nv  
   oiii064+26.0wcsb.fits     26.0   -167.676   0.534   514   -386.111741001   4.0   201  
   oiii065+28.0wcsb.fits     28.0   -167.676   0.534   514   -386.188613001   4.0   201  
   oiii066+30.0wcsb.fits     30.0   -167.676   0.534   514   -386.263469001   4.0   201  
   oiii067+32.0wcsb.fits     32.0   -167.676   0.534   514   -386.336165001   4.0   201  
   oiii068+34.0wcsb.fits     34.0   -167.676   0.534   514   -386.406557001   4.0   201  
   oiii069+36.0wcsb.fits     36.0   -167.676   0.534   514   -386.474501001   4.0   201  
   oiii070+38.0wcsb.fits     38.0   -167.676   0.534   514   -386.539853001   4.0   201  
   oiii071+40.0wcsb.fits     40.0   -167.676   0.534   514   -386.602469001   4.0   201  
   oiii072+42.0wcsb.fits     42.0   -167.676   0.534   514   -386.662205001   4.0   201  
   oiii073+44.0wcsb.fits     44.0   -167.676   0.534   514   -386.718917001   4.0   201  
   oiii074+46.0wcsb.fits     46.0   -167.676   0.534   514   -386.772461001   4.0   201  
   oiii075+48.0wcsb.fits     48.0   -167.676   0.534   514   -386.822693001   4.0   201  
   oiii076+50.0wcsb.fits     50.0   -167.676   0.534   514   -386.869469001   4.0   201  
   oiii077+52.0wcsb.fits     52.0   -167.676   0.534   514   -386.912645001   4.0   201  
   oiii078+54.0wcsb.fits     54.0   -167.676   0.534   514   -386.952077001   4.0   201  
   oiii079+56.0wcsb.fits     56.0   -167.676   0.534   514   -386.987621001   4.0   201  
   oiii080+58.0wcsb.fits     58.0   -167.676   0.534   514   -387.019133001   4.0   201  
   oiii081+60.0wcsb.fits     60.0   -167.676   0.534   514   -387.046469001   4.0   201  
   oiii082+62.0wcsb.fits     62.0   -167.676   0.534   514   -387.069485001   4.0   201  
   oiii083+64.0wcsb.fits     64.0   -167.676   0.534   514   -387.088037001   4.0   201  
   oiii084+66.0wcsb.fits     66.0   -167.676   0.534   514   -387.101981001   4.0   201  
   oiii085+68.0wcsb.fits     68.0   -167.676   0.534   514   -387.111173001   4.0   201  
   oiii086+70.0wcsb.fits     70.0   -167.676   0.534   514   -387.115469001   4.0   201  
   oiii087+72.0wcsb.fits     72.0   -167.676   0.534   514   -387.114725001   4.0   201  
   oiii088+74.0wcsb.fits     74.0   -167.676   0.534   514   -387.108797001   4.0   201  
   oiii089+76.0wcsb.fits     76.0   -167.676   0.534   514   -387.097541001   4.0   201  
   oiii090+78.0wcsb.fits     78.0   -167.676   0.534   514   -387.080813001   4.0   201  
   oiii091+80.0wcsb.fits     80.0   -167.676   0.534   514   -387.058469001   4.0   201  
   oiii092+82.0wcsb.fits     82.0   -167.676   0.534   514   -387.030365001   4.0   201  
   oiii093+84.0wcsb.fits     84.0   -167.676   0.534   514   -386.996357001   4.0   201  
   oiii094+86.0wcsb.fits     86.0   -167.676   0.534   514   -386.956301001   4.0   201  
   oiii095+88.0wcsb.fits     88.0   -167.676   0.534   514   -386.910053001   4.0   201  
   oiii096+90.0wcsb.fits     90.0   -167.676   0.534   514   -386.857469001   4.0   201  
