     1  0.19767E+02  0.45468E+02   537713  0.18738E+08  0.76643E+00
     2  0.19767E+02  0.45468E+02   803895  0.41380E+08  0.11321E+01
     3  0.19767E+02  0.45468E+02  1068614  0.62211E+08  0.12804E+01
     4  0.19767E+02  0.45468E+02  2128302  0.13671E+09  0.14128E+01
     5  0.19767E+02  0.45468E+02  1856143  0.12367E+09  0.14654E+01
     6  0.19767E+02  0.45468E+02  2641477  0.17981E+09  0.14971E+01
     7  0.19767E+02  0.45468E+02  2633313  0.17988E+09  0.15024E+01
     8  0.19767E+02  0.45468E+02  6297472  0.42807E+09  0.14950E+01
     9  0.19767E+02  0.45468E+02  4442911  0.30737E+09  0.15216E+01
    10  0.19767E+02  0.45468E+02  3647218  0.25555E+09  0.15410E+01
    11  0.19767E+02  0.45468E+02  4670132  0.32264E+09  0.15194E+01
    12  0.19767E+02  0.45468E+02  4397977  0.30474E+09  0.15240E+01
    13  0.19767E+02  0.45468E+02  5667342  0.38826E+09  0.15067E+01
    14  0.19767E+02  0.45468E+02  5647546  0.38499E+09  0.14993E+01
    15  0.19767E+02  0.45468E+02  5375503  0.36586E+09  0.14969E+01
    16  0.19767E+02  0.45468E+02  7136351  0.48028E+09  0.14802E+01
    17  0.19767E+02  0.45468E+02  7109337  0.48042E+09  0.14862E+01
    18  0.19767E+02  0.45468E+02  7082526  0.47812E+09  0.14847E+01
    19  0.19767E+02  0.45468E+02  7310827  0.49077E+09  0.14764E+01
    20  0.19767E+02  0.45468E+02  7038848  0.47322E+09  0.14786E+01
    21  0.19767E+02  0.45468E+02  9004695  0.59616E+09  0.14561E+01
    22  0.19767E+02  0.45468E+02  8728309  0.58313E+09  0.14694E+01
    23  0.19767E+02  0.45468E+02  8941089  0.59657E+09  0.14674E+01
    24  0.19767E+02  0.45468E+02  8912879  0.59875E+09  0.14775E+01
    25  0.19767E+02  0.45468E+02 10358135  0.68971E+09  0.14645E+01
    26  0.19767E+02  0.45468E+02 10070785  0.66949E+09  0.14621E+01
    27  0.19767E+02  0.45468E+02  9794529  0.65741E+09  0.14762E+01
    28  0.19767E+02  0.45468E+02 11214427  0.75192E+09  0.14747E+01
    29  0.19767E+02  0.45468E+02 10450785  0.70756E+09  0.14891E+01
    30  0.19767E+02  0.45468E+02 12096018  0.81747E+09  0.14864E+01
    31  0.19767E+02  0.45468E+02 11573398  0.78860E+09  0.14986E+01
    32  0.19767E+02  0.45468E+02 11297206  0.77476E+09  0.15083E+01
    33  0.19767E+02  0.45468E+02 12441520  0.84813E+09  0.14993E+01
