0010     1.0564    -1.8670     1.0945    -1.8993      5     64  32
0011     0.8947    -1.8557     1.1879    -2.1279      4     64  32
0012     0.7128    -1.7426     0.7911    -1.8197      4     64  32
0013     0.4695    -1.6816     0.5794    -1.7877      4     64  32
0014     0.2298    -1.5923     0.3229    -1.6810      4     64  32
0015     0.0589    -1.5047     0.0727    -1.5216      4     64  32
0016     0.0132    -1.4842    -0.0149    -1.4642      4     64  32
0017    -0.1035    -1.4548    -0.0787    -1.4830      4     64  32
0018    -0.2357    -1.3993    -0.2192    -1.4211      4     64  32
0019    -0.2904    -1.3899    -0.3099    -1.3775      4     64  32
0020    -0.3053    -1.3996    -0.3702    -1.3462      4     64  32
0021    -0.3335    -1.4059    -0.3715    -1.3769      4     64  32
0022    -0.3775    -1.3836    -0.4493    -1.3242      4     64  32
0023    -0.3843    -1.3959    -0.4712    -1.3222      4     64  32
0024    -0.4552    -1.3748    -0.5264    -1.3163      4     64  32
0025    -0.4856    -1.3769    -0.5839    -1.2940      4     64  32
0026    -0.4463    -1.4095    -0.5180    -1.3506      4     64  32
0027    -0.4643    -1.4078    -0.5255    -1.3588      4     64  32
0028    -0.4506    -1.4263    -0.5507    -1.3405      4     64  32
0029    -0.4445    -1.4401    -0.5432    -1.3574      4     64  32
0030    -0.4301    -1.4432    -0.5976    -1.2956      4     64  32
