0010    -0.1857    -0.4969    -0.3335    -0.3671      5     64  32
0011    -0.2732    -0.4915    -0.3591    -0.4154      4     64  32
0012    -0.1963    -0.5363    -0.2815    -0.4609      4     64  32
0013    -0.1583    -0.5855    -0.1780    -0.5700      4     64  32
0014    -0.1720    -0.6098    -0.1169    -0.6637      4     64  32
0015    -0.1949    -0.6013    -0.1661    -0.6313      4     64  32
0016    -0.1611    -0.6161    -0.1736    -0.6072      4     64  32
0017    -0.1480    -0.6145    -0.1385    -0.6260      4     64  32
0018    -0.1125    -0.6044    -0.1277    -0.5929      4     64  32
0019    -0.0621    -0.5974    -0.0878    -0.5758      4     64  32
0020     0.0024    -0.5991    -0.0314    -0.5706      4     64  32
0021     0.0638    -0.6169     0.0060    -0.5658      4     64  32
0022     0.0543    -0.6104     0.0163    -0.5775      4     64  32
0023     0.0896    -0.6178     0.0527    -0.5863      4     64  32
0024     0.1394    -0.6377     0.0920    -0.5963      4     64  32
0025     0.1272    -0.6287     0.0652    -0.5741      4     64  32
0026     0.1524    -0.6375     0.1064    -0.5979      4     64  32
0027     0.1741    -0.6444     0.1439    -0.6187      4     64  32
0028     0.1710    -0.6345     0.1364    -0.6051      4     64  32
0029     0.2155    -0.6468     0.1881    -0.6234      4     64  32
0030     0.2542    -0.6614     0.2389    -0.6488      4     64  32
