0010     0.5223    -1.4316     0.6607    -1.5542      5     64  32
0011     0.4668    -1.4083     0.7164    -1.6413      4     64  32
0012     0.2356    -1.2959     0.2672    -1.3278      4     64  32
0013     0.0229    -1.1992     0.0812    -1.2569      4     64  32
0014    -0.1389    -1.0960    -0.0932    -1.1404      4     64  32
0015    -0.2336    -1.0415    -0.2232    -1.0544      4     64  32
0016    -0.3145    -1.0229    -0.3323    -1.0108      4     64  32
0017    -0.4198    -0.9807    -0.3820    -1.0198      4     64  32
0018    -0.4985    -0.9381    -0.5126    -0.9295      4     64  32
0019    -0.5560    -0.9103    -0.6311    -0.8438      4     64  32
0020    -0.5647    -0.9032    -0.6625    -0.8162      4     64  32
0021    -0.5465    -0.9166    -0.6331    -0.8399      4     64  32
0022    -0.5413    -0.9137    -0.6273    -0.8374      4     64  32
0023    -0.5254    -0.9277    -0.5834    -0.8771      4     64  32
0024    -0.5151    -0.9293    -0.5735    -0.8784      4     64  32
0025    -0.5174    -0.9344    -0.5723    -0.8875      4     64  32
0026    -0.4810    -0.9505    -0.5192    -0.9189      4     64  32
0027    -0.4728    -0.9542    -0.5032    -0.9292      4     64  32
0028    -0.4462    -0.9660    -0.4779    -0.9401      4     64  32
0029    -0.4239    -0.9708    -0.4645    -0.9365      4     64  32
0030    -0.3934    -0.9751    -0.4370    -0.9371      4     64  32
