0010     1.3764    -1.7972     1.2630    -1.6972      5     64  32
0011     1.2158    -1.7310     1.0450    -1.5759      4     64  32
0012     1.0463    -1.6398     0.8857    -1.4953      4     64  32
0013     0.9247    -1.5750     0.7024    -1.3737      4     64  32
0014     0.8477    -1.5165     0.6310    -1.3207      4     64  32
0015     0.7998    -1.4525     0.5575    -1.2332      4     64  32
0016     0.7187    -1.3812     0.4664    -1.1535      4     64  32
0017     0.5968    -1.3585     0.3539    -1.1397      4     64  32
0018     0.4582    -1.3211     0.1923    -1.0813      4     64  32
0019     0.3568    -1.2908     0.0852    -1.0460      4     64  32
0020     0.3393    -1.2900     0.0786    -1.0556      4     64  32
0021     0.3523    -1.3048     0.1028    -1.0803      4     64  32
0022     0.3579    -1.3119     0.1219    -1.0999      4     64  32
0023     0.3785    -1.3283     0.1622    -1.1344      4     64  32
0024     0.3779    -1.3312     0.1663    -1.1417      4     64  32
0025     0.3662    -1.3274     0.1585    -1.1418      4     64  32
0026     0.3632    -1.3367     0.1642    -1.1588      4     64  32
0027     0.3376    -1.3283     0.1399    -1.1518      4     64  32
0028     0.3107    -1.3241     0.1150    -1.1494      4     64  32
0029     0.2972    -1.3313     0.1130    -1.1674      4     64  32
0030     0.2809    -1.3322     0.0905    -1.1622      4     64  32
