          10  0.5575236      -2.463694              13          64
          11  0.2594638      -2.387979              10          64
          12  0.3578582      -2.527825               8          64
          13 -9.0694102E-03  -2.359470               6          64
          14 -9.4810098E-02  -2.341483               6          64
          15 -3.6036428E-02  -2.390934               5          64
          16  2.5125222E-02  -2.438295               4          64
          17 -0.1320653      -2.361779               4          64
          18 -0.1317043      -2.344037               3          64
          19 -0.1924325      -2.281013               3          64
          20 -8.9013867E-02  -2.349713               3          64
          21 -5.6186799E-02  -2.347563               3          64
          22 -0.1077679      -2.320126               3          64
          23 -9.8375872E-02  -2.320591               3          64
          24 -2.0209035E-02  -2.368110               3          64
          25  5.7357062E-02  -2.417901               2          64
          26  6.5598749E-02  -2.433207               2          64
          27  3.3700611E-02  -2.407893               2          64
          28  5.7988726E-02  -2.428707               2          64
          29  8.9964852E-02  -2.444595               2          64
          30  9.2054576E-02  -2.447933               2          64
