          10  0.1772502      -2.454565              13          64
          11 -5.7096448E-02  -2.412638              10          64
          12  0.3723937      -2.776338               8          64
          13 -4.9871672E-02  -2.551512               6          64
          14 -0.1933739      -2.499835               6          64
          15 -7.5916290E-02  -2.591525               5          64
          16  2.2898439E-02  -2.651478               4          64
          17 -0.1593183      -2.576243               4          64
          18 -0.2193891      -2.532189               3          64
          19 -0.2581457      -2.480865               3          64
          20 -0.1361768      -2.558159               3          64
          21 -0.1193392      -2.544550               3          64
          22 -0.1288474      -2.525458               3          64
          23 -0.1066358      -2.521419               3          64
          24 -5.3880755E-03  -2.567713               3          64
          25  8.2989648E-02  -2.607446               2          64
          26  0.1248975      -2.623913               2          64
          27  0.1485768      -2.625592               2          64
          28  0.1641897      -2.636711               2          64
          29  0.2522501      -2.672692               2          64
          30  0.2513716      -2.666850               2          64
