0010    -0.8962     0.8011     10     22    -0.8832     0.7896     10     24
0011    -1.1308     0.8158     10     26    -1.0951     0.7853     10     31
0012    -1.3981     0.9293     10     32    -1.3782     0.9129     10     37
0013    -1.1902     0.8030     10     38    -1.1799     0.7947     10     42
0014    -0.9971     0.6946     10     44    -0.9910     0.6898     10     46
0015    -1.0319     0.6780     10     51    -1.0319     0.6780     10     51
0016    -1.1436     0.7241     10     58    -1.1436     0.7241     10     58
0017    -1.0762     0.6961     10     65    -1.0765     0.6963     10     64
0018    -1.0962     0.6999     10     71    -1.0958     0.6997     10     72
0019    -1.1212     0.7009     10     77    -1.1170     0.6979     10     83
0020    -1.1069     0.6791     10     83    -1.1068     0.6790     10     89
0021    -1.1848     0.7205     10     88    -1.1807     0.7177     10     93
0022    -1.3252     0.7865     10     91    -1.3205     0.7832     10     96
0023    -1.3943     0.8074     10     95    -1.3852     0.8012     10    107
0024    -1.4082     0.8048     10     98    -1.4003     0.7994     10    108
0025    -1.4698     0.8323     10    101    -1.4524     0.8205     10    112
0026    -1.6099     0.8923     10    103    -1.6008     0.8862     10    111
0027    -1.7046     0.9244     10    105    -1.6989     0.9206     10    115
0028    -1.7962     0.9631     10    107    -1.7932     0.9611     10    116
0029    -1.9058     0.9998     10    109    -1.9085     1.0016     10    119
0030    -1.9779     1.0218     10    111    -1.9829     1.0251     10    121
