0010    -0.9789     0.7712     10     25    -0.9668     0.7607     10     27
0011    -0.8268     0.6032     10     30    -0.8192     0.5968     10     31
0012    -0.9235     0.6798     10     37    -0.9328     0.6874     10     33
0013    -0.7321     0.5706     10     45    -0.7855     0.6135     10     35
0014    -0.7108     0.5257     10     53    -0.7390     0.5477     10     41
0015    -0.6264     0.4661     10     62    -0.6604     0.4923     10     43
0016    -0.7809     0.5436     10     69    -0.7922     0.5521     10     45
0017    -0.8249     0.5568     10     78    -0.8427     0.5700     10     47
0018    -0.8797     0.5834     10     86    -0.8800     0.5833     10     51
0019    -0.9292     0.6020     10     93    -0.9497     0.6168     10     53
0020    -0.9703     0.6050     10     99    -0.9738     0.6076     10     54
0021    -1.0660     0.6396     10    105    -1.0278     0.6119     10     59
0022    -1.0813     0.6423     10    111    -1.0815     0.6421     10     65
0023    -1.1725     0.6736     10    116    -1.1835     0.6810     10     73
0024    -1.1858     0.6718     10    119    -1.1922     0.6761     10     73
0025    -1.2563     0.7084     10    122    -1.2530     0.7061     10     77
0026    -1.3723     0.7613     10    125    -1.3730     0.7616     10     81
0027    -1.4524     0.7870     10    127    -1.4371     0.7763     10     86
0028    -1.5052     0.8023     10    130    -1.4742     0.7811     10     90
0029    -1.5932     0.8306     10    133    -1.5463     0.7989     10     92
0030    -1.6029     0.8216     10    137    -1.5661     0.7970     10    100
