          10  0.5507062      -3.031517              16          64
          11  0.7962479      -3.219764              13          64
          12  0.6675457      -3.195693              10          64
          13  0.1989109      -2.986182               8          64
          14 -1.2082856E-02  -2.918765               7          64
          15 -0.1147712      -2.887175               6          64
          16 -0.3438891      -2.750132               5          64
          17 -0.5590752      -2.642309               5          64
          18 -0.5450067      -2.647217               4          64
          19 -0.6922390      -2.545765               4          64
          20 -0.5857650      -2.627937               3          64
          21 -0.6271785      -2.593729               3          64
          22 -0.7090009      -2.537524               3          64
          23 -0.7187716      -2.544399               3          64
          24 -0.7183358      -2.516461               3          64
          25 -0.7212517      -2.511743               3          64
          26 -0.7341951      -2.502497               3          64
          27 -0.7746786      -2.444582               3          64
          28 -0.7111725      -2.492307               3          64
          29 -0.6643168      -2.481885               2          64
          30 -0.6671358      -2.460667               2          64
