          10  0.8982671      -2.821340              16          64
          11  0.9180550      -2.878017              13          64
          12  0.6864074      -2.761855              10          64
          13  0.3689645      -2.756671               8          64
          14  0.1419557      -2.687325               7          64
          15  5.1007546E-02  -2.639342               6          64
          16 -0.1576388      -2.525437               5          64
          17 -0.3551252      -2.424691               5          64
          18 -0.3750538      -2.417603               4          64
          19 -0.4699765      -2.356152               4          64
          20 -0.3846598      -2.415705               3          64
          21 -0.3742240      -2.422629               3          64
          22 -0.4582711      -2.370374               3          64
          23 -0.5186399      -2.344345               3          64
          24 -0.5043158      -2.351299               3          64
          25 -0.4912119      -2.353465               3          64
          26 -0.5094691      -2.345025               3          64
          27 -0.5301086      -2.310977               3          64
          28 -0.4819235      -2.337495               3          64
          29 -0.4722927      -2.344693               2          64
          30 -0.4822320      -2.339913               2          64
