0010    -0.8436     0.6463     10     30    -0.9206     0.7129     10     23
0011    -0.6071     0.4667     10     38    -0.7278     0.5676     10     27
0012    -0.6026     0.4815     10     45    -0.6773     0.5426     10     30
0013    -0.4709     0.4050     10     54    -0.6771     0.5723     10     27
0014    -0.5475     0.4173     10     63    -0.6310     0.4830     10     32
0015    -0.3977     0.3378     10     71    -0.5115     0.4253     10     37
0016    -0.5053     0.4027     10     78    -0.6124     0.4842     10     40
0017    -0.5623     0.4189     10     88    -0.6610     0.4927     10     39
0018    -0.6171     0.4461     10     96    -0.6920     0.5016     10     42
0019    -0.6717     0.4691     10    104    -0.7113     0.4980     10     45
0020    -0.8122     0.5317     10    111    -0.8072     0.5292     10     40
0021    -0.8579     0.5472     10    116    -0.8114     0.5139     10     52
0022    -0.9045     0.5648     10    122    -0.9043     0.5648     10     53
0023    -0.9966     0.5994     10    126    -0.9738     0.5836     10     60
0024    -1.0059     0.5964     10    129    -0.9861     0.5824     10     62
0025    -1.0354     0.6109     10    131    -1.0086     0.5921     10     64
0026    -1.0896     0.6379     10    133    -1.0743     0.6270     10     65
0027    -1.1185     0.6418     10    135    -1.0866     0.6194     10     76
0028    -1.1642     0.6587     10    137    -1.1247     0.6313     10     77
0029    -1.2081     0.6744     10    139    -1.1801     0.6549     10     83
0030    -1.1754     0.6542     10    142    -1.1885     0.6625     10     88
