time	vmean	d vmean	vsig	d vsig
3	-1.1815293554849575	0.29252856558219037	2.2373578339134244	0.16541259647495782
4	-4.206264124585354	0.7473552881946942	4.610038960034663	0.2745057704539657
5	-4.5462667711666755	1.8995165942052907	5.109848633278626	1.2841819108276438
6	-6.202495393040447	3.1836803034598034	6.062428455758186	1.6986618252951242
7	-6.535834445785844	2.816499461450883	5.566753948078058	1.4623139998006698
8	-4.615064949283187	4.828977144420022	5.372949136544251	1.6553706008256475
9	-3.297022869091448	4.2305305672307645	4.862051549621757	1.600091453476762
10	-3.206293511892036	3.9294957181173666	5.694315862463928	1.9124987368123003
11	-2.6250409105852004	4.347276713625661	6.344093639497485	1.8735738459893956
12	-2.761578653786272	3.9649693751519894	6.690906744119482	1.7400710226239182
13	-2.311967329906074	3.795231878547472	6.9383628961723725	1.6361575703101272
14	-2.150157971384965	3.65050832657468	7.066028931279732	1.7052837135369847
15	-1.6710549041586598	3.4278089339532283	7.1090107310844175	1.612255401405655
16	-1.265197613529601	3.49669438856529	7.134458354856985	1.557187892107644
17	-0.9638490147566707	3.35178843783325	7.2298477235115515	1.5508310408419637
18	-0.7689486073419741	3.314969319601448	7.197223094381323	1.5250800783311813
19	-0.7064060986325218	3.222000946046766	7.275669667509906	1.4507466890471903
20	-0.6825963940574317	3.1275981772267785	7.155994629360311	1.3979118437776406
21	-0.7355596669087557	3.045266751398317	6.970910284365175	1.3828883719805865
22	-0.6202851205973355	2.8592150659668314	6.7876285977596265	1.3167062770879416
23	-0.4463787413264269	2.6981072713455987	6.597045093155371	1.2969779870477818
24	-0.3117472953021133	2.5684020272233186	6.43991763184881	1.3344273935868725
25	-0.11983628925069786	2.487122577605545	6.28806879147262	1.2931358022858377
26	0.19607175664838813	2.4671677528349862	6.171278843729765	1.2927390608916811
27	0.44897941873645253	2.470148179797689	6.036619973596704	1.2681765341580962
28	0.6376971203282901	2.427816189477489	5.962643072584842	1.2458767056365196
29	0.8543828200771236	2.3709194361637094	5.88120950668792	1.2117860026935559
30	1.001065973132784	2.3915592620036863	5.827603939653224	1.1781185472701396
