time	vmean	d vmean	vsig	d vsig
3	-1.5065530338006077	0.2677476785472367	2.6829252756881923	0.24768076770468214
4	-8.938586730656022	2.3876780997556097	2.9964352763923303	0.43249069326753303
5	-6.994136516460471	3.015535901250446	4.489739083981831	1.044599883391194
6	-3.530868351066036	4.139059269896009	3.650536043696055	0.8150900092647846
7	-0.06627200390183917	4.510904594385081	4.598772190248506	0.9626852072353059
8	-0.3222161016792036	3.473169624722542	5.141109765525457	1.2196994022746994
9	-0.33598578537379425	3.068967972604182	5.851016398039639	1.3361954657041826
10	-0.30989552323908764	3.1196882367258167	6.186723350993863	1.5940514830620693
11	-0.7209439084022153	3.113925305655432	6.466204679201172	1.499828244749971
12	-1.2148611695575433	2.9822614085692454	6.935408502819176	1.637630757653971
13	-1.6115878748288621	3.024097975482067	7.074301704878083	1.696833592121868
14	-1.3895796260223099	3.0131000149980216	7.195210014697337	1.720547149898407
15	-1.428236058349429	3.31181781863759	7.361067390766568	1.8508160149383706
16	-1.6564406439762847	3.5393142159717983	7.294520468233859	1.7631435384519791
17	-1.6110867689163433	3.384619018574284	7.292251447784779	1.6497815006402847
18	-1.7801215784863385	3.4066029637003874	7.3714209660220416	1.6827726890455463
19	-1.8368172217810037	3.3736561238441105	7.414689216206272	1.6588173441278702
20	-1.8167859798592116	3.427755955818486	7.287984446688586	1.6374598118643329
21	-1.5858489417859158	3.5747204861702357	7.152596023733282	1.5878460867739974
22	-1.5875660020406959	3.6627181095533023	7.084973353746699	1.4681965336384928
23	-1.6179350888156667	3.767250321145923	6.948177408590838	1.5170579303333545
24	-1.597812727315509	3.830806816870347	6.779517950483729	1.4351136298842129
25	-1.5672247921066087	3.7303947846579737	6.681196002715296	1.3684016487413293
26	-1.491695618515358	3.531346925392017	6.610298104802159	1.3749181835553328
27	-1.4898613282284852	3.4168422707314803	6.57968791985991	1.3451728736519422
28	-1.5823559827437585	3.4713785074544936	6.62071151165823	1.356756423136253
29	-1.6382781145853225	3.474131878222867	6.70656942285599	1.3990484779645282
30	-1.5408631508642794	3.4357612465072895	6.732354411812545	1.4067086809370182
