time	vmean	d vmean	vsig	d vsig
3	-0.11938409103960962	0.5382097253569463	2.4598808725173367	0.47620469439205987
4	-1.037302767848208	0.49784542691026973	3.067712334060442	0.21720730058977847
5	-4.262188612186681	1.7321453569767455	3.4277266570128417	0.8257578986763885
6	-3.17968155191827	2.1376530881685034	4.990100599539503	0.9492409020287826
7	-5.802425510774125	2.9469624223023594	4.003181349827401	0.8779557530173512
8	-5.316593508257868	4.010544234643129	4.647926802385017	1.050697275081233
9	-3.7023431158698665	3.593179700638937	4.666402618081849	1.1208312137114986
10	-3.1409643071038134	3.23724400576726	5.4814501783940655	1.41561025979152
11	-2.73875683896413	3.2374136503942963	6.003715444949189	1.5735083227881204
12	-2.8723887029890145	3.371087868372234	6.224380518594566	1.5033300809850418
13	-2.5168271738361625	3.4142849133852713	6.228453102936578	1.4256282605905057
14	-2.0039009143613296	3.232614063147033	6.143237205260786	1.3990555302915304
15	-1.5576350993187993	2.999265690711182	6.060773031125145	1.3027216031728073
16	-1.015315275795951	2.872981854253346	5.886598085466664	1.2818121697915226
17	-0.5366686140646271	2.7446767734545627	5.673120416493229	1.2635784046848972
18	-0.10866130147637355	2.6585616937940277	5.5209645887985666	1.1517062479466562
19	0.34695840977742576	2.5534037164541408	5.504452504328622	1.096317930160661
20	0.65459558072669	2.5382844025275673	5.482216608728252	1.1327064749452769
21	0.9177515977933905	2.517974198709274	5.353709919775938	1.165928138446111
22	1.2354854340557744	2.4450633492310296	5.1663896845521045	1.0929428932856835
23	1.5176378127397008	2.368941543087208	4.999928336588503	1.0388097723392662
24	1.834276104912274	2.2679850917069597	4.923572421131157	1.032368639923142
25	2.1529196151352674	2.2080762915800918	4.859429531233184	0.9818206369588445
26	2.4457628494190957	2.2507204838178683	4.804941537998441	0.9839726441594046
27	2.7932087925345828	2.337352904157528	4.754689050245108	0.9601084085084493
28	3.1182961602101233	2.4524547563934522	4.705246234180521	0.9192855807525151
29	3.3875567475130266	2.556239988838045	4.687660550139008	0.9104889891244212
30	3.6366809495208745	2.640988790891546	4.6574671109826955	0.9082123439261619
