time	vmean	d vmean	vsig	d vsig
3	-3.383782356406643	0.06907269920850558	2.1321760019976055	0.02299855432770802
4	-6.0541489611923796	0.6758840669662373	2.75475127432187	0.18948256099921254
5	-4.571100408931901	1.3271543567735977	2.784167638671574	0.3110940149069824
6	-8.331080066261821	1.9743115570389016	3.5667308248832037	0.6367886379028896
7	-8.916371331798734	2.564662783625289	4.300320729696853	0.8659865993715853
8	-5.64256673738611	2.7191807062206235	4.2228164209011	1.144687220636104
9	-4.1608006236314345	3.090112103617861	4.570829184523236	1.2625428182883136
10	-3.043557029732087	3.1305495468416042	4.598898919107448	1.273932781012943
11	-1.9254032203105527	3.1321342454099907	4.8795319360226515	1.4137130253412387
12	-1.4795252273561945	2.7708436157660645	5.052455698465073	1.4568824766241997
13	-1.2864346744957247	2.5011592695955516	5.273772392314751	1.5540711514247338
14	-1.2066445922550262	2.363709282276243	5.564292487102521	1.4883196103822671
15	-1.1786544933192953	2.528095554773958	5.774120212812879	1.4031088998267884
16	-1.2371922520236018	2.6933759009279696	5.885378947022616	1.3563174412511148
17	-1.4002695043338593	2.7739231863395775	5.963674162753605	1.3693205374152222
18	-1.5838915902608781	2.8019439027010087	5.973040903218285	1.3327323498761936
19	-1.7812934397357691	2.8478585728660994	5.946085801754074	1.2479497120882734
20	-2.0340265485542366	2.955408278491221	5.88436824499389	1.1842511990998221
21	-2.324890497117053	3.123650543098602	5.820727140286766	1.1505496216021303
22	-2.577793625098605	3.1994253852554992	5.76755966804127	1.1412028989031082
23	-2.8061277325477283	3.276013031349336	5.745554233740463	1.1725657087445724
24	-3.0344297487248286	3.3848950886965548	5.730730431789833	1.1985044855115319
25	-3.247443420023116	3.5342826915656866	5.670928133137599	1.2404916932088437
26	-3.464675432147444	3.6452118349830553	5.6360468792298475	1.2954442355199167
27	-3.6633730853155133	3.749126543715824	5.615118233935727	1.3410586891955503
28	-3.8502926187412325	3.825081675626672	5.593275416244769	1.3405872910818486
29	-4.054962277969559	3.865417076221632	5.564007245412018	1.3400297647184254
30	-4.270328315576347	3.9349189409155736	5.5240231620921705	1.3217726325190124
