time	vmean	d vmean	vsig	d vsig
3	-2.1740130881795063	0.4175003058779873	2.0929067057411346	0.08320721482305941
4	-3.6015240204197716	0.8925727293676854	2.4570451162082683	0.11685779369102513
5	-5.144948932141539	1.9115478893227231	3.5447707854833035	0.38073343802809134
6	-5.679091863366852	1.7660976715140881	3.9729369860415162	0.6695706952772168
7	-6.319752752283771	2.1781443767258923	3.921283918468707	1.2024540797169199
8	-6.928523188963466	1.89388472187982	4.417930125762558	1.289069618578643
9	-6.844774473403956	2.4759117620686415	4.644007442290557	1.5998067804068965
10	-6.4428888077715	2.8734211075060743	4.5818615997967065	1.6017024998370506
11	-6.302713872734174	3.431833819266398	4.727175597485529	1.5483863815884418
12	-6.102946075240342	3.637305151161131	5.022951487423582	1.4227914525150922
13	-6.027428547939893	3.806691603124555	5.2248134126326	1.3829628660967996
14	-5.752626609220909	4.0576935471036375	5.460807304227329	1.3887477627765845
15	-5.396255860612009	4.253352423340915	5.576278078399028	1.3619735595782296
16	-5.087344399043561	4.281436121133815	5.676858099401129	1.4357507608986126
17	-4.868500446585639	4.213987585442321	5.7409329011011225	1.5191068847303244
18	-4.668503368645038	4.14831567827378	5.823059671967324	1.53038650549225
19	-4.490065950785465	4.045131922180358	5.849594551131419	1.528398740320306
20	-4.336495105324788	3.9136337303322066	5.878948473777962	1.5258849112227353
21	-4.189423779499091	3.7784231086852724	5.895683681997026	1.5068964915176315
22	-4.054853240723293	3.5910959709340577	5.887620253681012	1.4842454222296004
23	-3.9162463087544697	3.465970065682972	5.8608348607143546	1.4230113232499662
24	-3.8358965541450822	3.3295355364424766	5.7799390881793995	1.3704196037104337
25	-3.7454839359205208	3.152298547168314	5.727130151871299	1.315697829218666
26	-3.656963484237995	2.9889114051271886	5.661445197363773	1.256979609863135
27	-3.5887364581663017	2.8550047593013224	5.56063693276023	1.1947082510524083
28	-3.523769335848252	2.7405834726971827	5.459637239566696	1.120924864347769
29	-3.4520863460496374	2.664639071832392	5.362189316870325	1.0574490007937873
30	-3.3787616924969734	2.6411298255395415	5.242433215509238	0.9808651952555308
