time	vmean	d vmean	vsig	d vsig
3	-3.9315104649641652	0.3826608128436789	2.2229614746019464	0.03967009127699856
4	-4.078811668264364	1.8426485479414132	3.0454491540867408	0.4284536061993104
5	-3.286206688162278	2.8993811276623225	3.03291389762389	0.6298285906226216
6	-5.664171004243371	2.9661909515860585	5.911507280793239	1.8741917642635726
7	-3.752962096800499	3.5427954055426736	6.324978840973266	1.94051314720137
8	-2.5590696554165757	3.7510174869606674	5.999335836067439	1.5382856783762306
9	-2.6206815544132906	4.579123054292327	5.918868626525161	1.7623813814513298
10	-0.5541403480211503	3.694854421951988	6.052740048974495	1.7343389129924809
11	-0.15565051142353986	4.1064506906794636	6.484456936099199	1.8071007358855342
12	-0.020711546014763046	3.813161357507099	6.539013664701486	1.6463653729099261
13	-0.20323705782117352	3.7754563680227515	6.620414762554848	1.5131130206021393
14	-0.16333122196202512	3.468331222445133	6.832558720390506	1.4650574356020167
15	-0.395241615941203	3.400378059072271	6.94081669347735	1.5399616289366986
16	-0.7105861515969468	3.558734548220533	6.975210401976992	1.5337815933370058
17	-0.839244228301579	3.4383899799121274	7.257295788782918	1.6043019313662352
18	-0.8138426903940194	3.209193354091545	7.355653318121547	1.671202747133435
19	-0.7971944865296042	3.180792600348264	7.445035349462248	1.698059835192528
20	-0.9397330324622466	3.194434332816233	7.439172918187222	1.7514806772859948
21	-0.9868928995202411	3.1116358908855877	7.39845719600613	1.8201668883604791
22	-1.0018138572870687	2.935559553979226	7.329790134738618	1.773868185836954
23	-1.0112517896439503	2.8515301292906443	7.248674329784236	1.6852292876259345
24	-1.0844875345015221	2.8476494090373325	7.1985962358291875	1.591891481693694
25	-1.0014580085816238	2.870248387846571	7.06441284208004	1.4572925385668987
26	-0.9231466201611118	2.9450970537567134	6.950466228578035	1.3478469951853846
27	-0.8190108631362498	2.8809659757400192	6.944392176449174	1.3072084804418032
28	-0.7817887492941461	2.814638501967011	6.930732362449291	1.3508327839329717
29	-0.7129121065258724	2.8206512003021915	6.943014702132438	1.3393415903945958
30	-0.6316907938288465	2.8916643500698203	6.84593785626121	1.291403572882758
