time	vmean	d vmean	vsig	d vsig
3	-9.491947581987327	0.6591628147295971	2.650249151510129	0.03936048907860536
4	-3.718888550302428	1.0373542031486893	2.990301514422725	0.0993336146483143
5	1.5249852343816954	4.195159069223216	6.1199972089164945	1.9180177302162287
6	-3.2170341628799406	4.8496835903538065	5.262214597191197	1.822067115711561
7	-0.4395716841386112	3.5395153497949807	5.749906910798825	1.6052185876394192
8	-2.283136551808654	3.8386883026385727	6.370143962534946	1.8666243722708282
9	-2.12357583125975	3.3446411694426943	5.933827707520429	1.9420316918834886
10	-2.203057985504564	3.713406424975438	6.46334526000419	1.9449177969545366
11	-2.536864853287445	4.159528783367589	7.077079775001811	1.9237685398342494
12	-2.552833209506512	4.151477130891606	7.461270766219014	1.8340434189245605
13	-2.4611196197875835	4.300240048162393	7.550341347986434	1.7466507224582657
14	-2.8301024206372802	4.221718695794136	7.70648295928084	1.86130666341595
15	-3.0831088909693207	4.144931810021155	7.738844718812781	1.8766392835287726
16	-2.9459579347152225	4.005020334890599	7.626041728701418	1.7628664040826743
17	-2.9615399169539836	3.7770937238917623	7.690820216008329	1.6863104079863314
18	-3.0823775578026265	3.848057572542812	7.5537176337777385	1.565482630968682
19	-3.1258689767633516	3.7448438749373962	7.46578063667803	1.5273278292759036
20	-3.0537943206386973	3.6086381659948197	7.23533315763976	1.4297051071212712
21	-3.0133555412651933	3.4555603772675445	7.053266820238872	1.334448202273826
22	-3.0487289117092162	3.27631468971554	6.910778785299745	1.293861650839219
23	-2.9887542528511846	3.18011107155681	6.716574324981746	1.2987454200759927
24	-2.8983259904432894	3.0998298193503317	6.541369512849873	1.2793788158692356
25	-2.904127278925905	2.983434044230764	6.350977013412025	1.2371077545686793
26	-2.917692521976001	2.869816649173204	6.178513197208851	1.2385086159213565
27	-2.9425493363060866	2.737248764725714	6.025445603157543	1.2307215532306333
28	-2.8250522094905266	2.617061779703533	5.884031212880452	1.1885503364027479
29	-2.792585049559707	2.510114923973653	5.788080097320508	1.1320367781190532
30	-2.693547932513746	2.407553795288705	5.738044081141251	1.1000370975700882
