emline	sig(los)	sig(pos)	V(los)	sig(los) uw	sig(pos) uw	V(los) uw
siil	10.027172088623047	2.78548526763916	-3.9685280323028564	10.116427421569824	3.1368372440338135	-4.445284843444824
nii	9.149262428283691	2.710773468017578	-4.297844409942627	9.34145450592041	2.804527759552002	-4.46533203125
ha	9.29208755493164	2.893493413925171	-8.353376388549805	9.528694152832031	2.9524013996124268	-8.176013946533203
oiii	9.335931777954102	2.817573070526123	-8.94455337524414	9.720820426940918	2.744396924972534	-8.716946601867676
