time	vmean	d vmean	vsig	d vsig
3	-4.117730315499547	0.8156289406001179	2.2977824094001784	0.11732415170694864
4	-6.618609290649174	0.7290275110396168	3.2595849046122423	0.44994843506810983
5	-6.164734475711832	1.4271122932508253	3.547494134882346	0.5361334530551276
6	-8.427881626241955	2.9246090720418816	4.415021853123084	1.1966430532692782
7	-7.225181057078241	3.3545492084336845	5.22244982168665	1.0471942075661855
8	-4.665738854961142	3.470544919693479	5.493870345548758	1.4632911778306308
9	-3.2495477641627284	3.6946353913654733	5.648660405104261	1.3526381263350944
10	-3.327992118080897	3.9806944639463433	5.915992421424263	1.4840499030838676
11	-2.4547624440910893	3.8229522264035696	6.2537832123352946	1.5589604703008768
12	-2.3672703060230256	3.3829282210748395	6.6700231533378025	1.5918123235606905
13	-2.179308490262657	3.203059783114127	6.844428581387997	1.6916975535857124
14	-2.229259327181084	3.04115719791684	7.128454009971853	1.796123323057388
15	-2.3231263737623737	2.929475431168938	7.12061200319094	1.817455106347261
16	-2.2305086223289634	2.9276988431883253	7.056197784844452	1.7901951095114785
17	-2.2144854470224375	2.8144774365444594	7.050059773947956	1.7473228308217412
18	-2.2064952129190845	2.7206538304348906	7.137087203917387	1.8238507341225023
19	-2.307459858199302	2.840808286663597	7.174024970828346	1.7793390431806202
20	-2.339199610960662	3.0676188691888435	7.098312410571332	1.7153789353860387
21	-2.390188268090214	3.140768782688447	6.9447004519727855	1.6322032752803832
22	-2.2777533759555233	3.1693794228662546	6.804596475834441	1.474991596699418
23	-2.2017564990114833	3.1660536676624376	6.623750741311344	1.4412406591621865
24	-2.1692054880109373	3.224596215768784	6.478007811321515	1.3607280969223405
25	-2.1624222804375806	3.284230008977208	6.379222156381289	1.316392017959434
26	-2.1724734054844252	3.2722898120508264	6.263557193333092	1.265271006804751
27	-2.182668826433304	3.2949617681805448	6.1985365147437355	1.2470969654866937
28	-2.1930569024057056	3.3626802293427955	6.18739001256569	1.2618050695372958
29	-2.22342532344363	3.4220085709228956	6.206562441673215	1.292094001256563
30	-2.300622678589118	3.4511706638601147	6.177066624583409	1.344162403463301
