0010    -1.0114     0.7982     10     25    -1.0072     0.7945     10     26
0011    -1.0428     0.7145     10     31    -1.0428     0.7145     10     31
0012    -1.0123     0.6771     10     39    -1.0129     0.6776     10     37
0013    -0.8465     0.5605     10     48    -0.8505     0.5636     10     46
0014    -0.8581     0.5502     10     57    -0.8748     0.5629     10     51
0015    -0.8578     0.5558     10     66    -0.8973     0.5855     10     52
0016    -0.8988     0.5622     10     73    -0.9322     0.5869     10     58
0017    -0.8995     0.5487     10     80    -0.9486     0.5849     10     52
0018    -0.9012     0.5431     10     87    -0.9770     0.5990     10     43
0019    -0.8531     0.5031     10     93    -0.8929     0.5315     10     64
0020    -0.8604     0.4863     10     98    -0.8771     0.4979     10     79
0021    -0.8737     0.4896     10    103    -0.9107     0.5154     10     78
0022    -0.8108     0.4619     10    107    -0.8307     0.4757     10     85
0023    -0.8333     0.4801     10    110    -0.8601     0.4985     10     85
0024    -0.8233     0.4719     10    113    -0.8570     0.4951     10     80
0025    -0.8657     0.4936     10    117    -0.9042     0.5198     10     86
0026    -0.8995     0.5038     10    121    -0.9378     0.5297     10     92
0027    -0.8883     0.4886     10    124    -0.9372     0.5216     10     86
0028    -0.9561     0.5138     10    126    -1.0005     0.5435     10     96
0029    -1.0122     0.5409     10    129    -1.0836     0.5886     10     91
0030    -0.9883     0.5256     10    131    -1.0658     0.5771     10     97
