0010    -0.9311     0.7374     10     32    -1.0154     0.8098     10     23
0011    -0.7892     0.5662     10     41    -0.8207     0.5927     10     25
0012    -0.7671     0.5488     10     52    -0.7891     0.5662     10     34
0013    -0.5886     0.4385     10     62    -0.6749     0.5054     10     39
0014    -0.5255     0.3769     10     72    -0.6088     0.4396     10     47
0015    -0.5090     0.3822     10     80    -0.6909     0.5200     10     38
0016    -0.4916     0.3710     10     86    -0.5928     0.4447     10     56
0017    -0.5344     0.3866     10     94    -0.6557     0.4744     10     51
0018    -0.5951     0.4059     10    101    -0.7460     0.5156     10     39
0019    -0.6091     0.3973     10    107    -0.6909     0.4550     10     63
0020    -0.6084     0.3826     10    113    -0.6746     0.4286     10     69
0021    -0.5749     0.3600     10    117    -0.6487     0.4115     10     66
0022    -0.4796     0.3233     10    120    -0.5292     0.3579     10     70
0023    -0.5541     0.3633     10    124    -0.6027     0.3971     10     67
0024    -0.6667     0.4172     10    126    -0.7361     0.4656     10     59
0025    -0.6911     0.4326     10    129    -0.7498     0.4731     10     67
0026    -0.7349     0.4558     10    130    -0.7944     0.4967     10     70
0027    -0.7396     0.4534     10    132    -0.8011     0.4957     10     69
0028    -0.8546     0.5050     10    135    -0.9049     0.5386     10     71
0029    -0.9353     0.5436     10    137    -0.9971     0.5840     10     63
0030    -0.9169     0.5311     10    139    -1.0589     0.6269     10     65
