0010    -0.3464     0.4012     10     33        NaN        NaN     10     10
0011    -0.3403     0.3447     10     41    -0.4975     0.4818     10     14
0012    -0.3696     0.3583     10     52    -0.4415     0.4198     10     19
0013    -0.2848     0.3003     10     62    -0.4499     0.4396     10     18
0014    -0.2222     0.2453     10     71    -0.3737     0.3673     10     23
0015    -0.2337     0.2633     10     79    -0.4442     0.4295     10     20
0016    -0.2172     0.2550     10     85    -0.4026     0.3988     10     27
0017    -0.2677     0.2803     10     92    -0.3893     0.3729     10     23
0018    -0.2903     0.2899     10     98        NaN        NaN     10     10
0019    -0.3465     0.2955     10    103    -0.4576     0.3842     10     19
0020    -0.3415     0.2774     10    108    -0.4433     0.3546     10     28
0021    -0.3360     0.2666     10    110    -0.4582     0.3621     10     26
0022    -0.2268     0.2224     10    113    -0.4319     0.3882     10     20
0023    -0.2491     0.2362     10    113    -0.4293     0.3787     10     22
0024    -0.3146     0.2657     10    114    -0.5043     0.4146     10     19
0025    -0.3340     0.2781     10    113    -0.4825     0.3955     10     16
0026    -0.3651     0.2920     10    114    -0.5373     0.4274     10     17
0027    -0.3882     0.2992     10    114    -0.5451     0.4184     10     23
0028    -0.4538     0.3253     10    116    -0.5653     0.4103     10     23
0029    -0.5686     0.3763     10    116    -0.6070     0.4052     10     22
0030    -0.6312     0.4090     10    116    -0.6955     0.4540     10     22
