          10  0.1930867      -2.124593              12          64
          11 -0.1916300      -2.024260               9          64
          12 -0.3767661      -2.023650               7          64
          13 -0.5362688      -1.995588               6          64
          14 -0.6165787      -1.979373               5          64
          15 -0.5939311      -2.012897               4          64
          16 -0.4402118      -2.113514               4          64
          17 -0.3881976      -2.131574               4          64
          18 -0.3910429      -2.104149               3          64
          19 -0.3697527      -2.122222               3          64
          20 -0.2837342      -2.159415               3          64
          21 -0.2008187      -2.195081               3          64
          22 -0.1512875      -2.209946               3          64
          23 -0.1167024      -2.232416               3          64
          24 -7.4001439E-02  -2.243046               3          64
          25 -3.6276679E-02  -2.286234               2          64
          26 -3.5347108E-02  -2.278546               2          64
          27 -4.7673542E-02  -2.275196               2          64
          28 -4.4640679E-02  -2.253433               2          64
          29 -2.7662490E-02  -2.264816               2          64
          30  1.1870369E-02  -2.262947               2          64
