          10  0.2755542      -2.296713              12          64
          11 -0.1762063      -2.147999               9          64
          12 -0.2874524      -2.190785               7          64
          13 -0.4603088      -2.149110               6          64
          14 -0.5464335      -2.126466               5          64
          15 -0.5510209      -2.139466               4          64
          16 -0.3900945      -2.242417               4          64
          17 -0.3340819      -2.262335               4          64
          18 -0.3321095      -2.240862               3          64
          19 -0.3148137      -2.247645               3          64
          20 -0.2285351      -2.286299               3          64
          21 -0.1418319      -2.325952               3          64
          22 -7.9955317E-02  -2.349819               3          64
          23 -3.9238714E-02  -2.374163               3          64
          24 -3.8466914E-04  -2.385755               3          64
          25  3.5160124E-02  -2.418544               2          64
          26  2.7626159E-02  -2.403776               2          64
          27  1.2076484E-02  -2.395840               2          64
          28  2.4046157E-02  -2.392276               2          64
          29  2.8048318E-02  -2.381048               2          64
          30  8.3868116E-02  -2.397702               2          64
