          10  0.8997528      -3.280031              15          64
          11 -7.5012207E-02  -2.784536              12          64
          12 -0.3188125      -2.756590               9          64
          13 -0.5539380      -2.725047               7          64
          14 -0.9235977      -2.539725               6          64
          15  -1.139377      -2.431389               5          64
          16  -1.134269      -2.435941               5          64
          17  -1.192200      -2.393291               4          64
          18  -1.185663      -2.371531               4          64
          19  -1.173970      -2.391726               4          64
          20 -0.9785415      -2.531018               3          64
          21 -0.9667979      -2.526098               3          64
          22 -0.9787652      -2.490205               3          64
          23 -0.9010563      -2.536571               3          64
          24 -0.8600471      -2.536690               3          64
          25 -0.7970618      -2.574761               3          64
          26 -0.7389376      -2.599534               3          64
          27 -0.7472618      -2.570790               3          64
          28 -0.7034693      -2.609243               3          64
          29 -0.6761872      -2.606396               2          64
          30 -0.6913930      -2.575500               2          64
