          10  0.3407846      -2.187722              12          64
          11  8.5448675E-02  -2.174059               9          64
          12  0.1090772      -2.313435               7          64
          13 -0.1037587      -2.259871               6          64
          14 -0.2026477      -2.244768               5          64
          15 -0.3054667      -2.217651               5          64
          16 -0.1700805      -2.329956               4          64
          17 -0.2636141      -2.281709               4          64
          18 -0.2783159      -2.259265               3          64
          19 -0.2655677      -2.237642               3          64
          20 -0.1759218      -2.259442               3          64
          21 -0.1118666      -2.274428               3          64
          22 -6.3288040E-02  -2.292261               3          64
          23  1.9575058E-02  -2.347447               3          64
          24  2.0982530E-02  -2.343817               2          64
          25  5.8487179E-03  -2.341323               2          64
          26 -1.0657417E-02  -2.343369               2          64
          27  6.1909266E-02  -2.385495               2          64
          28  0.1227555      -2.413946               2          64
          29  0.1537807      -2.419770               2          64
          30  0.1621411      -2.401662               2          64
