0010    -0.3829     0.4523     10     28    -0.4156     0.4754     10     11
0011    -0.4582     0.4785     10     38    -0.5800     0.5801     10     12
0012    -0.4687     0.4667     10     47    -0.6262     0.5962     10     13
0013    -0.5574     0.5195     10     57    -0.6345     0.5794     10     15
0014    -0.4229     0.4134     10     64    -0.5548     0.5211     10     16
0015    -0.5259     0.4497     10     72    -0.5491     0.4699     10     16
0016    -0.4675     0.4121     10     79    -0.5790     0.5035     10     14
0017    -0.3702     0.3539     10     86    -0.4700     0.4327     10     18
0018    -0.3685     0.3447     10     95    -0.4406     0.4027     10     14
0019    -0.3652     0.3359     10    100    -0.4865     0.4287     10     13
0020    -0.3491     0.3186     10    106    -0.5238     0.4522     10     16
0021    -0.3286     0.3056     10    111    -0.4377     0.3824     10     11
0022    -0.3096     0.2929     10    115    -0.4819     0.4188     10     12
0023    -0.2784     0.2755     10    117        NaN        NaN     10      7
0024    -0.2840     0.2766     10    120        NaN        NaN     10      9
0025    -0.2719     0.2629     10    121    -0.4665     0.3980     10     11
0026    -0.2632     0.2473     10    124    -0.4856     0.4101     10     12
0027    -0.2690     0.2482     10    124    -0.4830     0.4031     10     13
0028    -0.2738     0.2457     10    126    -0.5338     0.4375     10     11
0029    -0.2571     0.2413     10    126        NaN        NaN     10      9
0030    -0.2931     0.2581     10    128        NaN        NaN     10      9
