          10  0.4715219      -1.903240              12          64
          11  0.2156982      -1.898838               9          64
          12  0.1365230      -1.954415               7          64
          13 -0.1896551      -1.810293               6          64
          14 -0.3316788      -1.737539               5          64
          15 -0.4232666      -1.690619               5          64
          16 -0.3413113      -1.723120               4          64
          17 -0.3571572      -1.692221               4          64
          18 -0.3281243      -1.666025               3          64
          19 -0.2353927      -1.679810               3          64
          20 -0.1523450      -1.702789               3          64
          21 -6.4007916E-02  -1.704195               3          64
          22  4.2442322E-02  -1.769310               3          64
          23  7.5350605E-02  -1.763140               3          64
          24  9.7862244E-02  -1.806039               3          64
          25  0.1853542      -1.810989               3          64
          26  0.1820000      -1.845024               3          64
          27  0.1818661      -1.839533               2          64
          28  0.2402010      -1.851696               2          64
          29  0.2110552      -1.841143               2          64
          30  0.1775135      -1.816146               2          64
