0010    -0.9122     0.7032     10     30    -0.9872     0.7685     10     21
0011    -0.7244     0.5658     10     39    -0.8945     0.7088     10     23
0012    -0.8197     0.6401     10     49    -0.9743     0.7666     10     25
0013    -0.7976     0.6207     10     59    -0.9587     0.7479     10     30
0014    -0.6288     0.4940     10     67    -0.7379     0.5794     10     34
0015    -0.7657     0.5602     10     75    -0.7700     0.5628     10     37
0016    -0.7753     0.5559     10     82    -0.8331     0.5993     10     40
0017    -0.6437     0.4776     10     90    -0.7257     0.5379     10     42
0018    -0.6734     0.4775     10     98    -0.7324     0.5202     10     45
0019    -0.6655     0.4625     10    106    -0.7490     0.5227     10     43
0020    -0.6585     0.4545     10    112    -0.7902     0.5491     10     39
0021    -0.5972     0.4183     10    118    -0.7309     0.5130     10     41
0022    -0.5966     0.4188     10    122    -0.7425     0.5207     10     41
0023    -0.5771     0.4028     10    126    -0.7503     0.5277     10     37
0024    -0.5991     0.4096     10    129    -0.7429     0.5151     10     37
0025    -0.6051     0.4084     10    132    -0.7817     0.5376     10     44
0026    -0.6072     0.3993     10    135    -0.7705     0.5176     10     46
0027    -0.6410     0.4118     10    137    -0.7879     0.5202     10     41
0028    -0.6833     0.4258     10    140    -0.8416     0.5422     10     40
0029    -0.7046     0.4347     10    142    -0.8136     0.5147     10     45
0030    -0.7337     0.4421     10    145    -0.8396     0.5190     10     44
