          10 -6.1069705E-02  -2.129671              12          64
          11 -0.1234343      -2.245735               9          64
          12  0.1416460      -2.559401               7          64
          13 -7.7108093E-02  -2.495568               6          64
          14 -0.2618935      -2.421972               5          64
          15 -0.3427300      -2.432183               5          64
          16 -0.1874555      -2.576030               4          64
          17 -0.3611052      -2.439084               4          64
          18 -0.3757974      -2.421174               3          64
          19 -0.3730634      -2.380172               3          64
          20 -0.2707753      -2.397923               3          64
          21 -0.1715563      -2.422613               3          64
          22 -8.4973000E-02  -2.467349               3          64
          23  2.3477616E-02  -2.532928               3          64
          24  4.3968566E-02  -2.537022               2          64
          25  1.1108398E-02  -2.518889               2          64
          26  1.7438616E-04  -2.523691               2          64
          27  6.5889388E-02  -2.547296               2          64
          28  0.1363000      -2.573766               2          64
          29  0.1873547      -2.594922               2          64
          30  0.2091268      -2.585529               2          64
