          10   1.896965      -3.961707              18          64
          11  0.8419525      -3.464019              15          64
          12  0.6591613      -3.402546              12          64
          13  0.4293707      -3.401634              10          64
          14  0.2652534      -3.445486               8          64
          15  4.9761016E-02  -3.434880               7          64
          16 -0.2037410      -3.354664               6          64
          17 -0.3670878      -3.291561               5          64
          18 -0.5386454      -3.197192               5          64
          19 -0.5486303      -3.220987               5          64
          20 -0.4531740      -3.326008               4          64
          21 -0.3711523      -3.391913               4          64
          22 -0.5540411      -3.298158               4          64
          23 -0.6257019      -3.281640               4          64
          24 -0.6016570      -3.318108               4          64
          25 -0.5596417      -3.363291               3          64
          26 -0.4121143      -3.475442               3          64
          27 -0.5211182      -3.411654               3          64
          28 -0.6011397      -3.369262               3          64
          29 -0.6165924      -3.387787               3          64
          30 -0.5625665      -3.426755               3          64
