amplitude_0	mean_0	stddev_0	amplitude_1	mean_1	stddev_1	amplitude_2	mean_2	stddev_2	amplitude_3
602.0695093507894	11.751509701161956	5.0	916.2514694197785	20.481947584377025	5.0	356.62586691194707	22.704826991513777	14.0	-3.000343132619818
709.8301788429674	12.885485669061229	5.0	852.1039255964566	20.300406616900073	5.0	360.0164587827273	22.22140459590131	14.0	-2.1995963017193163
1145.915994214642	14.482391436036014	5.0	522.3812362879556	22.313497943468093	5.0	307.81659496586695	20.975067011485137	14.0	-1.360453326420567
1310.1581302024163	14.86134294734334	5.0	435.35753772589453	24.304199742106345	5.0	276.21813431667886	20.605969160665616	14.0	-0.904947187664027
1219.2692910927694	14.92136069718029	5.0	555.6819637407947	23.50453020637113	5.0	287.3828317427978	20.54702352422539	14.0	-0.5567874757484713
987.3556099617921	14.043227520958528	5.0	793.8776621013187	21.79834141747455	5.0	296.18611244780215	21.92337273392705	14.0	-0.6622083046560168
1099.696236645294	14.474328806645119	5.0	678.245368589758	21.934344055127312	5.0	305.99468254408845	21.69248928687524	14.0	-0.644912338051141
849.186496375088	13.874123407529142	5.0	887.2339496875628	19.431267356092135	5.0	365.09996787396904	22.362825869263926	14.0	-4.043557129274063
415.8114061803249	11.941881334592432	5.0	1458.4795493275356	17.858605515867595	5.0	367.36635692316503	22.979142613827584	14.0	-3.910652743239809
1125.4683721960066	14.296645988260105	5.0	921.6032729924387	18.900925942410193	5.0	363.2771272076976	22.291998956625196	14.0	-2.819050712316446
598.4841467005447	12.272354323440911	5.0	1672.819979297224	17.79900618992845	5.0	302.5629188763331	22.45586259599699	14.0	-1.1941045204873315
1172.2167568290104	14.234242277490312	5.0	1123.994161177778	19.842603247418126	5.0	316.5434414901005	21.313023987785105	14.0	-1.422063392940181
1642.5993072084007	14.88430190083115	5.0	708.4280420042544	22.68938726602785	5.0	309.05429145466326	20.499546864264616	14.0	0.4853671432140291
1683.4844760688127	15.039708359222452	5.0	649.3708616463222	24.18111275939379	5.0	304.8106764295675	19.409279971422816	14.0	-0.004860082714719278
1797.1845359195484	15.084031639325454	5.0	555.3417464421736	25.399380816258187	5.0	266.1953656448941	19.859414833283743	14.0	1.4428489038191998
1874.0629082575742	15.369127013607615	5.0	527.1426281177254	24.916423087664334	5.0	256.42948852194843	19.949011409937974	14.0	2.7651745963797847
1537.1189273258278	15.369296859734488	5.0	646.3921383484369	22.31032416390681	5.0	281.4536695914376	20.019655258368157	14.0	0.30149287032092836
806.8600953880348	13.543133095796104	5.0	1390.3343144118166	19.18292260686341	5.0	288.43120631087834	20.943631579766816	14.0	-0.1602864572664475
436.96896940868754	11.136049683922606	5.0	1813.1352321263666	18.146371636859083	5.0	294.96334651036733	21.770043587425185	14.0	-0.6260189970386313
340.84283630550607	8.795328762369346	5.0	2151.639579475141	17.65658452022278	5.0	256.0400812435021	22.61385773910907	14.0	0.679339563040343
314.98083529619385	8.347081927955632	5.0	2277.4313828918494	17.39527074318619	5.0	255.85683778745747	22.482350767470802	14.0	0.5126082163572242
468.3233184759573	9.140612863588023	5.0	2193.7023057449046	17.766313223232444	5.0	237.3622511558109	22.774787921003384	14.0	1.99701986742637
