amplitude_0	mean_0	stddev_0	amplitude_1	mean_1	stddev_1	amplitude_2	mean_2	stddev_2	amplitude_3
582.8021581319183	17.188895632120072	5.0	198.19338516761408	30.124648964070005	5.0	1010.6396679081424	22.724446036058282	14.0	10.521898351977319
561.6987284543569	17.435742416888232	5.0	438.1674795612268	26.37958015739661	5.0	726.5753269208932	19.87525814694925	14.0	8.097323223304244
291.9175306593082	10.075958553542767	5.0	684.7850696483159	24.69774151211396	5.0	707.6412643445982	21.757915305097654	14.0	3.7698763989622344
596.4935799741831	10.971433238160797	5.0	483.81808425397566	27.21717421438256	5.0	470.6588798922618	23.290471591844092	14.0	8.003184234904333
462.4034196081942	10.22081397904896	5.0	282.570579841687	29.075993053020607	5.0	470.498754978429	22.59277446938508	14.0	3.957049652946753
161.46956120748843	11.325265396873116	5.0	174.28797410946618	33.13576843104945	5.0	694.4320253466682	22.771695972226528	14.0	-4.960569745785579
65.43430642293183	20.0	5.0	934.7122093025955	29.536052085435074	5.0	516.3276835847016	20.37669062126751	14.0	-2.8043320660508937
390.3606142943796	20.0	5.0	772.5653414904702	25.77769431665189	5.0	442.36764672456513	20.49715660486754	14.0	-0.8922636185812266
192.09117260697437	7.664890434908446	5.0	817.8686324486996	18.86490633330953	5.0	225.90163168005313	21.478598260579105	14.0	2.0458336589880215
466.7500049887634	8.80943304189364	5.0	975.4859613313141	15.0	5.0	250.77300027872082	21.154034223150518	14.0	3.2490612036780417
991.3057625082499	6.170022526619642	5.0	1558.134486161802	15.0	5.0	274.1424349615783	26.887033069075596	14.0	10.434181536736519
431.6940886022105	2.779238990309129	5.0	1958.9091574149054	15.072704632623305	5.0	408.21339969326067	22.606990760170447	14.0	15.381324914283107
1188.2686745247781	7.660534194570133	5.0	2249.4418922110935	19.911124455986272	5.0	526.6688402939891	20.863887347679334	14.0	13.81089345502183
2148.972898997839	9.452135409424233	5.0	2903.661465122506	19.356305390037342	5.0	391.0820519736277	26.672404620638524	14.0	10.976010674295736
2054.113541252509	10.033010527329303	5.0	3615.188682267072	18.375115560085323	5.0	567.9277405892527	23.817147948245676	14.0	10.779477438288183
2025.8551754091568	8.192127085634311	5.0	4089.782558743518	18.8259063101668	5.0	936.5763545888161	22.5279413654247	14.0	13.324946270428219
3073.1089562708403	7.297068295358421	5.0	2698.3192457486653	20.446904346646086	5.0	777.770436801088	25.0966461568673	14.0	23.59870895049899
3227.936913315948	11.818391243153803	5.0	3645.5704473293295	19.098897565587272	5.0	927.7631816459792	21.549102064294626	14.0	17.179019295919463
2597.9909071004467	9.505662845770022	5.0	4385.290268494996	16.579473344604953	5.0	580.8401731290481	26.712843567211415	14.0	17.95161548114892
2440.324040275901	8.815419588454096	5.0	4534.283245824657	17.13248787962027	5.0	618.9138891640632	30.35834643161116	14.0	17.827644065750277
1732.4803117637782	7.97793149651019	5.0	4800.387403550165	18.03921678742264	5.0	588.3230364786599	30.242725248531386	14.0	39.8469716480581
3304.952770550006	17.92442069291235	5.0	1773.4427652878815	23.975169725771497	5.0	534.1049136298288	16.648774668444826	14.0	268.18822660154603
3257.8852961795274	19.14352450586849	5.0	309.3186995805213	24.851155588427076	5.0	1020.3592955459294	15.0	14.0	563.4642748093022
4058.592053170394	18.64234462628807	5.0	0.0	29.722189962320165	5.0	1421.2351207137012	15.0	14.0	224.28255299729335
4289.662659748053	18.660321482332066	5.0	800.0585387270435	26.639214927654116	5.0	892.1951016762158	22.24207599574498	14.0	52.647302326388974
3648.3320173471943	16.869381417105444	5.0	1258.1171804412759	23.920726280481187	5.0	798.091723248651	21.855121425230053	14.0	23.747218563293206
2069.3931171935064	15.65378618916601	5.0	1154.1330959905456	22.361326612785728	5.0	877.3122168033058	19.591404108939432	14.0	23.466128305008613
1195.3643973267763	11.103205686887282	5.0	2329.229758291117	19.65125322257134	5.0	742.6037952415295	20.92920503361487	14.0	30.40437433953987
582.9260028522373	8.869836104771146	5.0	2675.310514629796	18.902019702862752	5.0	596.0947207029794	23.376419869509753	14.0	23.58739696534706
887.1619334411	9.502239118656835	5.0	3175.0766686279035	17.923013654488397	5.0	513.6462419708114	25.66908797349784	14.0	33.79224547874074
828.5091853240488	8.414965044099029	5.0	2186.0610072301715	18.943547732228666	5.0	823.4270213617158	19.00877245778541	14.0	27.962680582440303
893.2157666235096	11.363179586150167	5.0	1229.4981183234934	21.0094063174632	5.0	834.0481145945454	20.608319730949095	14.0	5.4749619439564405
