amplitude_0	mean_0	stddev_0	amplitude_1	mean_1	stddev_1	amplitude_2	mean_2	stddev_2	amplitude_3
529.9538667910051	16.55524132289342	5.0	593.597478701922	23.94212888558713	5.0	665.9845076978088	21.12015923753866	14.0	5.343517790822169
407.664729464068	12.604455506328193	5.0	492.70829262710566	25.124417514400555	5.0	524.0752059789309	22.561955555457	14.0	1.7186376301132087
393.86278165211826	13.431578558748235	5.0	591.7155450802402	29.035737940827435	5.0	546.3705121727187	21.514661556868845	14.0	-3.295610543495143
316.3441585775332	19.932152080362403	5.0	682.4441837261679	26.827040286840464	5.0	440.41972926531247	20.031770423940124	14.0	-3.748323642634085
396.8453564335751	8.813517334889031	5.0	1231.5294442572879	16.997268467172205	5.0	230.05968347790645	21.701678657851026	14.0	2.0168354576020704
526.9268434458685	6.340773563227939	5.0	1363.6551108866975	15.840708096636263	5.0	410.5233681342841	19.464489347686108	14.0	5.9127192838452824
1152.0938373406289	8.0441792423572	5.0	2642.965126629563	19.00941790713067	5.0	444.6511917358111	23.431245350227716	14.0	12.679420484856273
1467.9830523276341	8.508016168877456	5.0	2889.603173660185	21.292237936753768	5.0	802.932790232764	21.680641908563622	14.0	6.14824404663251
2514.221817609553	9.721826646060324	5.0	1949.6673722558896	20.799727508389864	5.0	926.9598001176361	21.32092016230058	14.0	19.457649278997877
2155.105783800809	8.479195607173862	5.0	3064.7800296196474	15.443807145665287	5.0	851.8918016481484	24.24787536504085	14.0	35.36559779201021
1393.2398743078352	5.6187422410505174	5.0	3356.1722472543397	16.85956997246799	5.0	1356.3683045328514	15.0	14.0	80.28808267014458
0.0	13.23420680728809	5.0	2997.678872345663	20.34345960219819	5.0	1786.3456285814093	15.0	14.0	221.3278457810321
1231.0203720525353	14.241298980001693	5.0	2583.9065132376495	22.380398301688693	5.0	997.1943603602745	21.02270514405455	14.0	11.678678612904145
990.444980501637	11.125940598866606	5.0	2157.4649258878476	20.974954618286873	5.0	739.9407782326413	22.84481069470415	14.0	13.921231925695922
855.559768862246	9.476273173794667	5.0	2456.1458555559598	19.75952459659962	5.0	530.7028138467816	22.972250112547034	14.0	23.576304305571043
889.9300539946231	9.435716996123563	5.0	2117.485261232042	19.387361084266388	5.0	601.5057282858443	22.325629121293233	14.0	12.160939974654518
