amplitude_0	mean_0	stddev_0	amplitude_1	mean_1	stddev_1	amplitude_2	mean_2	stddev_2	amplitude_3
223.62331808760325	11.08760301783268	5.0	581.433648243924	19.44865696318124	5.0	189.36218334892595	21.0240871050642	14.0	-0.7952813316440002
776.192743365296	14.921262766013136	5.0	273.16990951484956	21.670122903798273	5.0	265.5864311040325	19.847883785659594	14.0	-0.5799028857366285
1739.0857832516404	16.043762329717683	5.0	123.02462497147066	26.784623020096827	5.0	415.81814177472694	22.335546667188684	14.0	1.5855126186805641
3095.200113959306	16.90649110984182	5.0	813.1238768932812	27.6839456369042	5.0	868.3477415124046	23.02639270316435	14.0	-0.6423200790475665
2202.149727083635	13.482010333955552	5.0	4402.349343011658	24.81543588213484	5.0	779.6945888689969	22.205701594459473	14.0	1.6538020477117041
3443.914986328491	11.288300749144785	5.0	3243.5738534085667	22.737023325239633	5.0	1173.692843159063	17.779660104434825	14.0	11.67262221060182
2095.5500126340967	8.425869117973766	5.0	4918.154568711304	22.203034672018518	5.0	1169.3963639527765	16.506163550837908	14.0	5.620132831043363
3238.010419317051	18.45152210551187	5.0	2323.805818085046	27.572209706071906	5.0	1324.4779421637907	21.267467942560664	14.0	-3.915098265176605
1236.7725888515806	20.0	5.0	4226.59993307403	29.178786083779812	5.0	632.8213508026425	31.004958239148863	14.0	-3.9520761197360366
411.02279454190943	20.0	5.0	5049.720399285729	24.90617281996183	5.0	506.7882859307745	27.87441829534979	14.0	-3.658462849009709
228.95844978601863	20.0	5.0	2557.5854668431643	24.828261611407413	5.0	279.433966701466	20.97276091107927	14.0	5.122700338695991
731.0391224240957	20.0	5.0	484.70003133701863	25.545324134242435	5.0	228.10895419992653	20.524541590092213	14.0	-0.17400310467592497
385.527853183379	14.696622439682944	5.0	1466.2438798188605	21.50324061584864	5.0	199.73301271421724	23.776794191499675	14.0	1.5258632363191273
1077.1738615168315	17.160965495455446	5.0	1553.059930870832	25.086157810509576	5.0	360.812727382069	21.38713778056606	14.0	-0.20321286798136592
1633.2634137405096	15.877613530637019	5.0	1029.6466804844997	25.085719875473462	5.0	472.3233479265801	21.69874919180707	14.0	-0.6314846456572215
1653.93223897394	13.644473913458022	5.0	1105.7653683473047	23.149802656688276	5.0	597.7808573543631	22.45331539678307	14.0	-1.3137402675723322
